1	-0.3341	-0.04848	0.9413
4	0.935	-0.3402	0.1007
6	-0.04347	-0.4335	0.9001
8	0	0	1
10	-0.4217	0.545	0.7247
11	0.262	0.4318	-0.8631
13	0.312	0.4385	-0.8428
15	-0.7648	-0.004958	-0.6443
17	-0.1135	0.05375	0.9921
19	-0.3293	0.613	0.7182
22	0.4631	-0.4416	-0.7685
23	-0.8674	0.419	0.2686
25	0.3079	-0.6247	-0.7176
27	-0.7334	-0.4104	-0.5419
29	-0.04144	0.02816	0.9987
31	0	0	1
33	0.09891	0.6446	0.7581
36	0.7083	-0.6478	0.2803
37	0.1412	-0.8407	0.5229
40	0.4883	-0.6364	0.5971
